title,type,year,rating,imdb_score,rotten_score,decade,imdb_bucket,genres_Action_Adventure,genres_Animation,genres_Biography,genres_Children,genres_Comedy,genres_Crime,genres_Cult,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Food,genres_Game Show,genres_History,genres_Horror,genres_Independent,genres_LGBTQ,genres_Musical,genres_Mystery,genres_Reality,genres_Romance,genres_Science_Fiction,genres_Sport,genres_Stand_up_Talk,genres_Thriller,genres_Travel,platforms_acorntv,platforms_amazon_prime,platforms_cinemax,platforms_epix,platforms_fandor,platforms_free,platforms_fubo_tv,platforms_hbo,platforms_hbo_max,platforms_hoopla,platforms_hulu_plus,platforms_kanopy,platforms_netflix,platforms_shoutfactorytv,platforms_sundancenow,platforms_syfy_tveverywhere,platforms_tlc_go,platforms_viceland_tve,genre,platform
Six Feet Under,TV,2001,R/TV-MA,8.7,81.0,2000-2009,8.51-9.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']","['platforms_amazon_prime', 'platforms_hbo', 'platforms_hbo_max']"
Alita: Battle Angel,,2019,PG-13/TV-14,7.3,61.0,2010-2019,7.01-7.50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Mystery', 'genres_Romance', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Diving Bell and the Butterfly,,2007,PG-13/TV-14,8.0,94.0,2000-2009,7.51-8.00,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama', 'genres_Independent']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Gangs of New York,,2002,R/TV-MA,7.5,73.0,2000-2009,7.01-7.50,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
Ready or Not,,2019,R/TV-MA,6.8,88.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Fast Five,,2011,PG-13/TV-14,7.3,77.0,2010-2019,7.01-7.50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Deadwood,TV,2004,R/TV-MA,8.6,92.0,2000-2009,8.51-9.00,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
A Fish Called Wanda,,1988,R/TV-MA,7.5,94.0,1980-1989,7.01-7.50,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Cult']","['platforms_hbo', 'platforms_hbo_max']"
Glengarry Glen Ross,,1992,R/TV-MA,7.7,95.0,1990-1999,7.51-8.00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Cult', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Blood Simple,,1984,R/TV-MA,7.6,94.0,1980-1989,7.51-8.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_cinemax', 'platforms_hbo', 'platforms_hbo_max']"
The Leftovers,TV,2014,R/TV-MA,8.3,91.0,2010-2019,8.01-8.50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Fantasy', 'genres_Mystery', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
Unbreakable,,2000,PG-13/TV-14,7.3,70.0,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Doctor Sleep,,2019,R/TV-MA,7.4,77.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Fantasy', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Bowling for Columbine,,2002,R/TV-MA,7.9,95.0,2000-2009,7.51-8.00,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Barry,TV,2018,R/TV-MA,8.3,99.0,2010-2019,8.01-8.50,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Crazy Rich Asians,,2018,PG-13/TV-14,6.9,91.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Watchmen,TV,2019,R/TV-MA,8.1,95.0,2010-2019,8.01-8.50,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Drama', 'genres_Fantasy', 'genres_Mystery', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
Sherlock Holmes: A Game of Shadows,,2011,PG-13/TV-14,7.5,60.0,2010-2019,7.01-7.50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Conjuring 2,,2016,R/TV-MA,7.3,81.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Les Misérables,,2012,PG-13/TV-14,7.6,69.0,2010-2019,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_History', 'genres_Musical', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Raising Arizona,,1987,PG-13/TV-14,7.3,91.0,1980-1989,7.01-7.50,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Us,,2019,R/TV-MA,6.9,93.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Die Hard: With a Vengeance,,1995,R/TV-MA,7.6,57.0,1990-1999,7.51-8.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Bridesmaids,,2011,R/TV-MA,6.8,90.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Succession,TV,2018,R/TV-MA,8.5,92.0,2010-2019,8.01-8.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
School of Rock,,2003,PG-13/TV-14,7.1,91.0,2000-2009,7.01-7.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
Euphoria,TV,2019,R/TV-MA,8.3,82.0,2010-2019,8.01-8.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_LGBTQ']","['platforms_hbo', 'platforms_hbo_max']"
Aquaman,,2018,PG-13/TV-14,7.0,65.0,2010-2019,6.01-7.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Fantasy', 'genres_Romance', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
Nocturnal Animals,,2016,R/TV-MA,7.5,74.0,2010-2019,7.01-7.50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Romance', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Pacific,TV,2010,R/TV-MA,8.3,91.0,2010-2019,8.01-8.50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama', 'genres_History']","['platforms_amazon_prime', 'platforms_hbo', 'platforms_hbo_max']"
Ray,,2004,PG-13/TV-14,7.7,80.0,2000-2009,7.51-8.00,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
The Manchurian Candidate,,1962,PG-13/TV-14,7.9,96.0,1960-1969,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Manchurian Candidate,,1962,PG-13/TV-14,7.9,96.0,1960-1969,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Manchurian Candidate,,2004,R/TV-MA,6.6,80.0,2000-2009,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Manchurian Candidate,,2004,R/TV-MA,6.6,80.0,2000-2009,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Temple Grandin,,2010,PG/TV-PG,8.3,100.0,2010-2019,8.01-8.50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Veep,TV,2012,R/TV-MA,8.3,93.0,2010-2019,8.01-8.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
The Normal Heart,,2014,R/TV-MA,7.9,94.0,2010-2019,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_History', 'genres_LGBTQ', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
My Left Foot: The Story of Christy Brown,,1989,R/TV-MA,7.9,98.0,1980-1989,7.51-8.00,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Fast & Furious Presents: Hobbs & Shaw,,2019,PG-13/TV-14,6.4,67.0,2010-2019,6.01-7.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Blindspotting,,2018,R/TV-MA,7.4,94.0,2010-2019,7.01-7.50,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
A Monster Calls,,2016,PG-13/TV-14,7.5,86.0,2010-2019,7.01-7.50,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Drama', 'genres_Fantasy']",['platforms_hbo']
Going Clear: Scientology and the Prison of Belief,,2015,,8.0,95.0,2010-2019,7.51-8.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Cult', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max']"
Notting Hill,,1999,PG-13/TV-14,7.1,83.0,1990-1999,7.01-7.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Match Point,,2005,R/TV-MA,7.6,77.0,2000-2009,7.51-8.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Romance', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
An American Werewolf in London,,1981,R/TV-MA,7.5,87.0,1980-1989,7.01-7.50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Cult', 'genres_Horror']","['platforms_hbo', 'platforms_hbo_max']"
Hoop Dreams,,1994,PG-13/TV-14,8.3,98.0,1990-1999,8.01-8.50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"['genres_Documentary', 'genres_Drama', 'genres_Sport']","['platforms_fandor', 'platforms_hbo', 'platforms_hbo_max', 'platforms_shoutfactorytv']"
Sharp Objects,TV,2018,R/TV-MA,8.2,92.0,2010-2019,8.01-8.50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Downton Abbey,,2019,PG/TV-PG,7.4,84.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_History', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Empire of the Sun,,1987,PG/TV-PG,7.7,75.0,1980-1989,7.51-8.00,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama', 'genres_Food', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
Oz,TV,1997,R/TV-MA,8.7,89.0,1990-1999,8.51-9.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Love Actually,,2003,R/TV-MA,7.6,64.0,2000-2009,7.51-8.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Contagion,,2011,PG-13/TV-14,6.7,84.0,2010-2019,6.01-7.00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Wallace & Gromit: The Curse of the Were-Rabbit,,2005,G/TV-G,7.4,95.0,2000-2009,7.01-7.50,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Comedy', 'genres_Family', 'genres_Fantasy', 'genres_Horror', 'genres_Mystery', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
The Outsider,TV,2020,R/TV-MA,7.9,82.0,2020-2029,7.51-8.00,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Fantasy', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Winter's Bone,,2010,R/TV-MA,7.2,94.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery']","['platforms_hbo', 'platforms_hbo_max']"
Rise of the Guardians,,2012,PG/TV-PG,7.3,74.0,2010-2019,7.01-7.50,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Comedy', 'genres_Family', 'genres_Fantasy', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
True Blood,TV,2008,R/TV-MA,7.8,70.0,2000-2009,7.51-8.00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Fantasy', 'genres_Horror', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Paradise Lost: The Child Murders at Robin Hood Hills,,1996,,8.3,100.0,1990-1999,8.01-8.50,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary', 'genres_Drama', 'genres_Mystery']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Boys Don't Cry,,1999,R/TV-MA,7.5,88.0,1990-1999,7.01-7.50,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Crime', 'genres_Drama', 'genres_LGBTQ', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Mrs. Doubtfire,,1993,PG-13/TV-14,7.0,71.0,1990-1999,6.01-7.00,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
Die Hard 2,,1990,R/TV-MA,7.2,68.0,1990-1999,7.01-7.50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Newsroom,TV,2012,PG-13/TV-14,8.6,59.0,2010-2019,8.51-9.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Ad Astra,,2019,PG-13/TV-14,6.6,84.0,2010-2019,6.01-7.00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Unstoppable,,2010,PG-13/TV-14,6.8,86.0,2010-2019,6.01-7.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Bridges of Madison County,,1995,PG-13/TV-14,7.6,90.0,1990-1999,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Anastasia,,1997,G/TV-G,7.2,85.0,1990-1999,7.01-7.50,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Drama', 'genres_Family', 'genres_Fantasy', 'genres_Musical', 'genres_Mystery', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Anastasia,,1997,G/TV-G,7.2,85.0,1990-1999,7.01-7.50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Family', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
Anastasia,,1997,G/TV-G,5.5,85.0,1990-1999,5.01-6.00,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Drama', 'genres_Family', 'genres_Fantasy', 'genres_Musical', 'genres_Mystery', 'genres_Romance']","['platforms_amazon_prime', 'platforms_free', 'platforms_hbo', 'platforms_hoopla']"
Anastasia,,1997,G/TV-G,5.5,85.0,1990-1999,5.01-6.00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Family', 'genres_Musical']","['platforms_amazon_prime', 'platforms_free', 'platforms_hbo', 'platforms_hoopla']"
